time,r1,r2,r3,id,organism,name,control,treatment
5,153787.9009,63043.60516,123649.4244,barakgavish2018,B,bacteria,TRUE,100DMSP
6,914937.5782,850989.6242,575622.7244,barakgavish2018,B,bacteria,TRUE,100DMSP
7,825640.1324,692073.6125,429369.3274,barakgavish2018,B,bacteria,TRUE,100DMSP
8,987826.087,972040.763,842960.8128,barakgavish2018,B,bacteria,TRUE,100DMSP
9,1088681.447,1089195.322,833914.8639,barakgavish2018,B,bacteria,TRUE,100DMSP
10,824382.15,564001.3926,508700.6789,barakgavish2018,B,bacteria,TRUE,100DMSP
11,2095171.693,1625723.174,1395553.728,barakgavish2018,B,bacteria,TRUE,100DMSP
0,0,0,0,barakgavish2018,B,bacteria,TRUE,500DMSP
1,35473.57219,42580.87409,28103.0445,barakgavish2018,B,bacteria,TRUE,500DMSP
2,28110.45065,28173.97429,24431.38852,barakgavish2018,B,bacteria,TRUE,500DMSP
3,111972.9399,63797.73754,66136.79875,barakgavish2018,B,bacteria,TRUE,500DMSP
4,94479.92302,45548.77515,70401.87738,barakgavish2018,B,bacteria,TRUE,500DMSP
5,87125.72242,73647.60207,76880.51487,barakgavish2018,B,bacteria,TRUE,500DMSP
6,494859.7317,264424.4709,312979.9751,barakgavish2018,B,bacteria,TRUE,500DMSP
7,473317.8654,593835.9138,659321.4919,barakgavish2018,B,bacteria,TRUE,500DMSP
8,1164272.475,940821.1859,1060254.925,barakgavish2018,B,bacteria,TRUE,500DMSP
9,1251565.914,1034783.114,955966.0334,barakgavish2018,B,bacteria,TRUE,500DMSP
10,660242.7877,657963.4465,674704.3821,barakgavish2018,B,bacteria,TRUE,500DMSP
11,2040034.813,2044150.878,2043219.724,barakgavish2018,B,bacteria,TRUE,500DMSP
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,0DMSP
1,176252.8641,253896.3555,244641.1929,barakgavish2018,B,bacteria,FALSE,0DMSP
2,3478159.851,3483217.963,3602401.601,barakgavish2018,B,bacteria,FALSE,0DMSP
3,4391856.621,4762870.47,4617790.132,barakgavish2018,B,bacteria,FALSE,0DMSP
4,5808580.858,6134174.212,5803871.566,barakgavish2018,B,bacteria,FALSE,0DMSP
5,9039114.905,7976304.556,7922559.703,barakgavish2018,B,bacteria,FALSE,0DMSP
6,22466562.45,20581849.76,23564230.28,barakgavish2018,B,bacteria,FALSE,0DMSP
7,46403246.85,48023660.4,51052509.56,barakgavish2018,B,bacteria,FALSE,0DMSP
8,77511579.43,75948048.94,85065492.06,barakgavish2018,B,bacteria,FALSE,0DMSP
9,118934521.1,109189439.6,129123639.7,barakgavish2018,B,bacteria,FALSE,0DMSP
10,112803613.8,102904717.9,123193296.7,barakgavish2018,B,bacteria,FALSE,0DMSP
11,138901990.3,169514647.5,171992121.9,barakgavish2018,B,bacteria,FALSE,0DMSP
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,10DMSP
1,286262.8731,286607.3008,334936.754,barakgavish2018,B,bacteria,FALSE,10DMSP
2,4161728.825,3939341.119,3714707.671,barakgavish2018,B,bacteria,FALSE,10DMSP
3,6169102.296,6316155.182,6214614.117,barakgavish2018,B,bacteria,FALSE,10DMSP
4,7972878.999,7751005.178,8714248.457,barakgavish2018,B,bacteria,FALSE,10DMSP
5,10301503.17,14949623.62,10008398.25,barakgavish2018,B,bacteria,FALSE,10DMSP
6,27009813.86,36321105.18,29100902.57,barakgavish2018,B,bacteria,FALSE,10DMSP
7,52293673.82,58524361.95,57552830.68,barakgavish2018,B,bacteria,FALSE,10DMSP
8,70471558.84,81044011.69,66787707.07,barakgavish2018,B,bacteria,FALSE,10DMSP
9,87516498.78,97847595.9,118607719.5,barakgavish2018,B,bacteria,FALSE,10DMSP
10,87143931.94,110830587.8,123671520,barakgavish2018,B,bacteria,FALSE,10DMSP
11,134848905.9,145685479.2,156886956.5,barakgavish2018,B,bacteria,FALSE,10DMSP
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,100DMSP
1,188816.6905,204946.9965,209016.0305,barakgavish2018,B,bacteria,FALSE,100DMSP
2,4868111.779,4590886.678,4279744.631,barakgavish2018,B,bacteria,FALSE,100DMSP
3,8384370.478,7740253.722,8251282.2,barakgavish2018,B,bacteria,FALSE,100DMSP
4,12500072.6,12132684.96,10562304.76,barakgavish2018,B,bacteria,FALSE,100DMSP
5,34126588.15,38448360.97,31561386.74,barakgavish2018,B,bacteria,FALSE,100DMSP
6,61199930.44,65389450.51,58142824.02,barakgavish2018,B,bacteria,FALSE,100DMSP
7,106976420.4,112829391.2,107683304.8,barakgavish2018,B,bacteria,FALSE,100DMSP
8,122127277.5,104034036.6,124999566,barakgavish2018,B,bacteria,FALSE,100DMSP
9,115269651.9,105851119.2,114785778.3,barakgavish2018,B,bacteria,FALSE,100DMSP
10,74742658.76,101978123.7,104200736,barakgavish2018,B,bacteria,FALSE,100DMSP
11,129638610,128729924.5,130742532.7,barakgavish2018,B,bacteria,FALSE,100DMSP
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,500DMSP
1,193724.5003,283486.8887,194426.442,barakgavish2018,B,bacteria,FALSE,500DMSP
2,5656495.205,6480194.58,6197314.381,barakgavish2018,B,bacteria,FALSE,500DMSP
3,7600034.719,9470945.36,7597493.036,barakgavish2018,B,bacteria,FALSE,500DMSP
4,20039934.02,17165691.78,23425837.32,barakgavish2018,B,bacteria,FALSE,500DMSP
5,50052416.67,52673922.51,53467826.09,barakgavish2018,B,bacteria,FALSE,500DMSP
6,63358163.53,71367981.92,69941865.51,barakgavish2018,B,bacteria,FALSE,500DMSP
7,73002492.9,78256026.46,73703607.13,barakgavish2018,B,bacteria,FALSE,500DMSP
8,72725375.99,76562373.49,66738023.61,barakgavish2018,B,bacteria,FALSE,500DMSP
9,64707382.08,67199861.11,65422629.05,barakgavish2018,B,bacteria,FALSE,500DMSP
10,62351002,65785745.27,60656401.94,barakgavish2018,B,bacteria,FALSE,500DMSP
11,75672832.37,85375521.56,83361986.63,barakgavish2018,B,bacteria,FALSE,500DMSP
0,445488.6074,522911.6942,506689.9494,barakgavish2018,H,ehux2090,TRUE,replete
1,983899.1404,1003378.481,1029223.162,barakgavish2018,H,ehux2090,TRUE,replete
2,1955272.296,2017308.687,1981739.661,barakgavish2018,H,ehux2090,TRUE,replete
3,3783529.979,3830064.13,3898392.098,barakgavish2018,H,ehux2090,TRUE,replete
4,5714048.089,5669359.021,5644737.032,barakgavish2018,H,ehux2090,TRUE,replete
5,5622460.151,5985156.18,5987340.358,barakgavish2018,H,ehux2090,TRUE,replete
6,6201556.371,6138985.336,6073398.775,barakgavish2018,H,ehux2090,TRUE,replete
7,6306153.733,6192761.922,6237314.157,barakgavish2018,H,ehux2090,TRUE,replete
8,6634096.266,6697040.967,6572553.304,barakgavish2018,H,ehux2090,TRUE,replete
9,6338027.056,6320686.674,6427800.287,barakgavish2018,H,ehux2090,TRUE,replete
10,6828609.741,6591739.762,6695222.667,barakgavish2018,H,ehux2090,TRUE,replete
11,6658914.235,6401268.547,6776967.001,barakgavish2018,H,ehux2090,TRUE,replete
12,6563122.206,6844049.893,6392301.897,barakgavish2018,H,ehux2090,TRUE,replete
13,6754421.385,6919555.127,6923533.431,barakgavish2018,H,ehux2090,TRUE,replete
0,466487.4151,489849.2588,467820.0379,barakgavish2018,H,ehux2090,TRUE,DMSP
1,937471.8091,950117.3033,931625.939,barakgavish2018,H,ehux2090,TRUE,DMSP
2,1856619.045,1882778.304,1929895.611,barakgavish2018,H,ehux2090,TRUE,DMSP
3,3449079.533,3420422.159,3481608.699,barakgavish2018,H,ehux2090,TRUE,DMSP
4,5376741.046,5307520.148,5472085.646,barakgavish2018,H,ehux2090,TRUE,DMSP
5,5686446.39,5593757.993,5867104.167,barakgavish2018,H,ehux2090,TRUE,DMSP
6,5963582.108,5750866.473,6040890.174,barakgavish2018,H,ehux2090,TRUE,DMSP
7,5849806.274,6252479.067,6001250.181,barakgavish2018,H,ehux2090,TRUE,DMSP
8,6475328.596,6345114.424,6493193.279,barakgavish2018,H,ehux2090,TRUE,DMSP
9,6476480.362,6112556.58,6469551.022,barakgavish2018,H,ehux2090,TRUE,DMSP
10,6673751.237,6568626.702,6559462.979,barakgavish2018,H,ehux2090,TRUE,DMSP
11,6773260.137,6765772.047,6882298.281,barakgavish2018,H,ehux2090,TRUE,DMSP
12,6533537.872,6713820.042,6706185.716,barakgavish2018,H,ehux2090,TRUE,DMSP
13,6771334.432,6747138.31,6699983.602,barakgavish2018,H,ehux2090,TRUE,DMSP
0,475807.3682,483596.4981,498585.0102,barakgavish2018,H,ehux2090,TRUE,Glycerol
1,943724.7934,997231.821,1005520.239,barakgavish2018,H,ehux2090,TRUE,Glycerol
2,1858856.255,1912779.738,1963040.826,barakgavish2018,H,ehux2090,TRUE,Glycerol
3,3601309.425,3593260.488,3796914.914,barakgavish2018,H,ehux2090,TRUE,Glycerol
4,5509525.973,5516265.646,5618552.197,barakgavish2018,H,ehux2090,TRUE,Glycerol
5,5719806.309,5879476.894,5856981.896,barakgavish2018,H,ehux2090,TRUE,Glycerol
6,5926209.668,5980401.784,6212712.17,barakgavish2018,H,ehux2090,TRUE,Glycerol
7,5686686.616,6055135.88,6141090.922,barakgavish2018,H,ehux2090,TRUE,Glycerol
8,5841884.774,6482837.368,6484763.466,barakgavish2018,H,ehux2090,TRUE,Glycerol
9,6353370.994,5611289.721,6430342.58,barakgavish2018,H,ehux2090,TRUE,Glycerol
10,6542670.857,6533279.166,6531361.88,barakgavish2018,H,ehux2090,TRUE,Glycerol
11,6691237.222,6907335.614,6819044.827,barakgavish2018,H,ehux2090,TRUE,Glycerol
12,6735978.883,6627430.795,6765699.474,barakgavish2018,H,ehux2090,TRUE,Glycerol
13,6811616.089,6812142.717,6619877.772,barakgavish2018,H,ehux2090,TRUE,Glycerol
0,479473.2909,493065.2616,480806.1007,barakgavish2018,H,ehux2090,TRUE,Propionate
1,1010092.7,970488.5547,967562.7343,barakgavish2018,H,ehux2090,TRUE,Propionate
2,1933567.418,1926158.048,1952775.543,barakgavish2018,H,ehux2090,TRUE,Propionate
3,3404339.077,3501078.715,3481733.345,barakgavish2018,H,ehux2090,TRUE,Propionate
4,5592678.057,5461489.573,5482889.788,barakgavish2018,H,ehux2090,TRUE,Propionate
5,6022871.665,5823717.973,5834017.261,barakgavish2018,H,ehux2090,TRUE,Propionate
6,6142868.943,6051882.376,5985608.435,barakgavish2018,H,ehux2090,TRUE,Propionate
7,6257616.089,5930433.275,6049163.584,barakgavish2018,H,ehux2090,TRUE,Propionate
8,6502424.387,6354226.376,6482768.512,barakgavish2018,H,ehux2090,TRUE,Propionate
9,6461703.046,6401917.505,6507988.746,barakgavish2018,H,ehux2090,TRUE,Propionate
10,6641886.541,6523505.929,6540790.928,barakgavish2018,H,ehux2090,TRUE,Propionate
11,6938476.208,6630128.948,6718082.383,barakgavish2018,H,ehux2090,TRUE,Propionate
12,6796271.147,6612081.739,6633095.323,barakgavish2018,H,ehux2090,TRUE,Propionate
13,6802230.991,6792966.674,6731576.234,barakgavish2018,H,ehux2090,TRUE,Propionate
0,488403.5751,483842.9789,490678.2276,barakgavish2018,H,ehux2090,FALSE,infected2090D7
1,1242299.357,1254525.327,1243653.329,barakgavish2018,H,ehux2090,FALSE,infected2090D7
2,2698339.823,2733462.393,2652807.564,barakgavish2018,H,ehux2090,FALSE,infected2090D7
3,4927366.69,4818344.008,4700107.497,barakgavish2018,H,ehux2090,FALSE,infected2090D7
4,6310646.226,6179994.047,6094945.329,barakgavish2018,H,ehux2090,FALSE,infected2090D7
5,6459128.417,6389430.969,6216902.688,barakgavish2018,H,ehux2090,FALSE,infected2090D7
6,6483591.049,6598025.584,6296358.418,barakgavish2018,H,ehux2090,FALSE,infected2090D7
7,6556413.688,6551389.217,6535259.628,barakgavish2018,H,ehux2090,FALSE,infected2090D7
8,6707234.101,6665677.052,6564325.918,barakgavish2018,H,ehux2090,FALSE,infected2090D7
9,6504259.469,6568312.163,6555795.603,barakgavish2018,H,ehux2090,FALSE,infected2090D7
10,6810732.699,6840312.225,6935440.118,barakgavish2018,H,ehux2090,FALSE,infected2090D7
11,7074528.233,6851995.599,6535820.93,barakgavish2018,H,ehux2090,FALSE,infected2090D7
12,6942514.479,7133458.126,6881816.247,barakgavish2018,H,ehux2090,FALSE,infected2090D7
13,6898356.685,6994564.689,6894990.26,barakgavish2018,H,ehux2090,FALSE,infected2090D7
0,459583.5306,487682.7909,467025.9945,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
1,1267034.873,1325576.651,1244446.416,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
2,2167003.291,2131320.544,2145881.223,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
3,3033341.306,2903714.391,2868015.826,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
4,3047171.404,2995966.916,3058604.349,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
5,2555940.91,2585478.2,2718262.71,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
6,2140438.043,2161883.711,2251147.651,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
7,1821598.893,1963318.521,2029444.733,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
8,1502543.365,1629049.773,1735076.172,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
9,1249784.702,1506252.631,1538883.787,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
10,1149098.926,1262939.707,1335055.017,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
11,1030563.29,1173290.313,1217282.856,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
12,1031677.215,1074692.201,1124169.879,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
13,983082.0895,1029669.902,1085281.932,barakgavish2018,H,ehux2090,FALSE,infected2090D7DMSP
0,476585.7712,444959.7575,457415.8481,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
1,1229517.181,1190951.847,1220597.479,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
2,2597962.728,2534399.668,2527021.989,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
3,4600197.596,4531942.02,4681430.546,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
4,5398619.242,5410349.803,5528993.081,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
5,5622418.04,5566992.079,5636298.143,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
6,5622368.968,5637469.667,5806699.962,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
7,5622384.429,5666643.623,5551316.6,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
8,5897525.574,5942138.211,5975726.474,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
9,5985302.16,5918958.272,5943609.696,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
10,6038861.987,6016420.46,6017107.615,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
11,6199935.535,6010979.981,6146405.046,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
12,6090621.399,6203534.599,6189099.57,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
13,6095647.378,6230262.631,6155706.504,barakgavish2018,H,ehux2090,FALSE,infected2090D7Glycerol
0,462949.8096,473774.9863,473621.5017,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
1,1230620.753,1228371.566,1261724.997,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
2,2483631.484,2638735.648,2639643.878,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
3,4757571.507,4769140.157,4843339.482,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
4,5741288.399,5737619.583,5706082.508,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
5,5863207.456,5975702.012,5809555.597,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
6,5843334.66,6047333.78,5982439.937,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
7,5932330.969,5963821.565,6123541.62,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
8,6249067.709,6314598.299,6243718.676,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
9,6399261.869,6379774.488,6249399.589,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
10,6371417.409,6436754.221,6413863.69,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
11,6459670.211,6538726.272,6352896.439,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
12,6507242.871,6606354.855,6518372.895,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
13,6521272.178,6575612.885,6644264.481,barakgavish2018,H,ehux2090,FALSE,infected2090D7Propionate
0,0,0,0,barakgavish2018,B,bacteria,TRUE,2090replete
1,85313.11097,93031.57706,81545.82521,barakgavish2018,B,bacteria,TRUE,2090replete
2,101903.3675,200369.101,245880.0457,barakgavish2018,B,bacteria,TRUE,2090replete
3,351390.9224,276742.9484,286624.2038,barakgavish2018,B,bacteria,TRUE,2090replete
4,119651.6027,172332.9426,116539.1407,barakgavish2018,B,bacteria,TRUE,2090replete
5,210004.3751,122746.0034,144637.8175,barakgavish2018,B,bacteria,TRUE,2090replete
6,109753.9388,120790.6296,128391.8329,barakgavish2018,B,bacteria,TRUE,2090replete
7,200981.4004,165439.5588,210070.3201,barakgavish2018,B,bacteria,TRUE,2090replete
8,212444.8572,201247.4991,244313.8852,barakgavish2018,B,bacteria,TRUE,2090replete
9,80265.22422,153608.9372,261894.3693,barakgavish2018,B,bacteria,TRUE,2090replete
10,278692.3801,207502.9308,193770.0009,barakgavish2018,B,bacteria,TRUE,2090replete
11,252115.553,147071.6975,214266.8969,barakgavish2018,B,bacteria,TRUE,2090replete
12,444535.1924,264138.7609,309950.1027,barakgavish2018,B,bacteria,TRUE,2090replete
13,512492.7368,237520.0116,244129.2723,barakgavish2018,B,bacteria,TRUE,2090replete
0,0,0,0,barakgavish2018,B,bacteria,TRUE,2090DMSP
1,124378.1095,97558.038,84589.92277,barakgavish2018,B,bacteria,TRUE,2090DMSP
2,155380.9482,104422.9731,403920.05,barakgavish2018,B,bacteria,TRUE,2090DMSP
3,139530.8276,202862.2227,210846.9017,barakgavish2018,B,bacteria,TRUE,2090DMSP
4,167524.6488,158200.0352,145803.6984,barakgavish2018,B,bacteria,TRUE,2090DMSP
5,145894.4934,196175.7408,227770.4774,barakgavish2018,B,bacteria,TRUE,2090DMSP
6,114781.0492,158949.7542,91425.89228,barakgavish2018,B,bacteria,TRUE,2090DMSP
7,264838.3015,189351.8789,260908.414,barakgavish2018,B,bacteria,TRUE,2090DMSP
8,262858.1442,454241.0389,258824.2152,barakgavish2018,B,bacteria,TRUE,2090DMSP
9,167549.0139,111605.1966,115159.7988,barakgavish2018,B,bacteria,TRUE,2090DMSP
10,259171.7013,258854.3944,200468.9332,barakgavish2018,B,bacteria,TRUE,2090DMSP
11,150432.932,80664.01683,248403.7435,barakgavish2018,B,bacteria,TRUE,2090DMSP
12,314648.6423,342168.8149,306932.132,barakgavish2018,B,bacteria,TRUE,2090DMSP
13,199892.9145,147174.77,209888.0597,barakgavish2018,B,bacteria,TRUE,2090DMSP
0,0,0,0,barakgavish2018,B,bacteria,TRUE,2090Glycerol
1,103172.2502,82870.43987,99385.21326,barakgavish2018,B,bacteria,TRUE,2090Glycerol
2,344948.9616,164676.3409,480673.6448,barakgavish2018,B,bacteria,TRUE,2090Glycerol
3,108155.2551,105358.6584,132253.068,barakgavish2018,B,bacteria,TRUE,2090Glycerol
4,179561.6583,122477.5458,116367.9107,barakgavish2018,B,bacteria,TRUE,2090Glycerol
5,108372.6621,109427.857,102888.567,barakgavish2018,B,bacteria,TRUE,2090Glycerol
6,207624.6334,166637.1211,199568.1858,barakgavish2018,B,bacteria,TRUE,2090Glycerol
7,190308.37,95628.81851,147333.957,barakgavish2018,B,bacteria,TRUE,2090Glycerol
8,166760.2969,189385.083,242630.2526,barakgavish2018,B,bacteria,TRUE,2090Glycerol
9,132782.0162,104742.508,97643.19549,barakgavish2018,B,bacteria,TRUE,2090Glycerol
10,156926.5642,110961.9687,205602.9818,barakgavish2018,B,bacteria,TRUE,2090Glycerol
11,136400.347,168519.6021,150275.2133,barakgavish2018,B,bacteria,TRUE,2090Glycerol
12,276167.4484,184948.2378,235005.2613,barakgavish2018,B,bacteria,TRUE,2090Glycerol
13,192644.4834,171533.592,133889.2478,barakgavish2018,B,bacteria,TRUE,2090Glycerol
0,0,0,0,barakgavish2018,B,bacteria,TRUE,2090Propionate
1,124489.1544,165575.5512,214185.3933,barakgavish2018,B,bacteria,TRUE,2090Propionate
2,211343.2836,239894.1643,60571.86971,barakgavish2018,B,bacteria,TRUE,2090Propionate
3,203160.2709,235602.0942,126127.7043,barakgavish2018,B,bacteria,TRUE,2090Propionate
4,116159.6902,217226.2774,180137.7524,barakgavish2018,B,bacteria,TRUE,2090Propionate
5,115830.1158,129336.7124,141476.067,barakgavish2018,B,bacteria,TRUE,2090Propionate
6,167817.1864,133391.8385,115461.9938,barakgavish2018,B,bacteria,TRUE,2090Propionate
7,161139.6544,202927.2844,149612.6102,barakgavish2018,B,bacteria,TRUE,2090Propionate
8,227199.9068,206293.7063,283986.3266,barakgavish2018,B,bacteria,TRUE,2090Propionate
9,174423.6751,160427.8075,94046.61693,barakgavish2018,B,bacteria,TRUE,2090Propionate
10,118594.3086,189862.2912,119521.9124,barakgavish2018,B,bacteria,TRUE,2090Propionate
11,153412.5577,202927.2844,136212.818,barakgavish2018,B,bacteria,TRUE,2090Propionate
12,492476.0602,259451.8787,237271.3791,barakgavish2018,B,bacteria,TRUE,2090Propionate
13,198889.2443,261825.7986,202354.9935,barakgavish2018,B,bacteria,TRUE,2090Propionate
0,1000000,1000000,1000000,barakgavish2018,B,bacteria,FALSE,infected2090D7
1,4663094.088,5278019.871,4918860.859,barakgavish2018,B,bacteria,FALSE,infected2090D7
2,5358077.84,5398551.778,5360165.179,barakgavish2018,B,bacteria,FALSE,infected2090D7
3,5666986.146,6269961.534,5998779.318,barakgavish2018,B,bacteria,FALSE,infected2090D7
4,5771375.465,5157463.142,5780487.805,barakgavish2018,B,bacteria,FALSE,infected2090D7
5,6040455.708,6178586.048,6170194.234,barakgavish2018,B,bacteria,FALSE,infected2090D7
6,5571590.348,5212843.237,5042486.323,barakgavish2018,B,bacteria,FALSE,infected2090D7
7,7018440.54,7715482.145,7075866.884,barakgavish2018,B,bacteria,FALSE,infected2090D7
8,5756483.312,9242838.05,5439262.156,barakgavish2018,B,bacteria,FALSE,infected2090D7
9,10461359.34,5786332.004,11071231.2,barakgavish2018,B,bacteria,FALSE,infected2090D7
10,9213071.895,8905555.071,9050201.154,barakgavish2018,B,bacteria,FALSE,infected2090D7
11,9943226.483,10655413.27,10240921.79,barakgavish2018,B,bacteria,FALSE,infected2090D7
12,11738296.02,11419918.46,11711910.71,barakgavish2018,B,bacteria,FALSE,infected2090D7
13,11569584.93,12442661.55,12884056.29,barakgavish2018,B,bacteria,FALSE,infected2090D7
0,1000000,1000000,1000000,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
1,6448541.153,8311960.22,8027653.518,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
2,9937505.45,9469639.634,9481127.957,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
3,12080958.47,12636914.47,12107560.68,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
4,18378441.17,18905639.98,18978076.69,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
5,24312241.69,24568822.79,23519483.17,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
6,28683267.8,28502437.89,27577748.07,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
7,33567850.9,32736468.81,32342156.49,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
8,47584040.94,48000000,36676940.97,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
9,52948568.77,49798864.79,33069986.62,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
10,48201639.63,48166560.2,44842783.73,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
11,49014869.89,50073574.32,49962461.81,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
12,52500000,52702914.77,56835325.52,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
13,55127699.09,54214578.31,54354233.89,barakgavish2018,B,bacteria,FALSE,infected2090D7DMSP
0,1000000,1000000,1000000,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
1,11698135.13,11737653.51,11558509.71,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
2,27661123.57,27570490.09,27632428.66,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
3,31698574.34,29221731.04,28960465.12,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
4,30303700.26,29145752.05,28433383.84,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
5,29751777.18,29286481.78,30248409.31,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
6,27947501.67,27359065.96,27137661.13,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
7,28973829,28916712.66,28605990.11,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
8,33947299.46,34926312.11,31918944.89,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
9,32221414.66,31938885.18,32409064.5,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
10,30628258.53,28609179.01,51755405.72,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
11,30621098.17,28275721.72,29079272.73,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
12,32983964.68,37765064.61,32407590.09,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
13,33776614.31,34582001.98,34376889.1,barakgavish2018,B,bacteria,FALSE,infected2090D7Glycerol
0,1000000,1000000,1000000,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
1,8561211.734,8833309.154,9032633.355,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
2,17587349.57,17104964.66,17764202.81,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
3,21805810,20871539.6,21151820.27,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
4,23634461.11,20078052.19,20900407.69,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
5,24065674.94,22986288.64,22058746.62,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
6,19232805,20334078.96,20506727.24,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
7,22041598.88,19586704.7,20472560.09,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
8,22555655.79,24376254.33,23397744.16,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
9,25154483.36,24137350.03,24424067.77,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
10,21973404.72,21850631.36,22788302.05,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
11,22156371.89,21388138.99,22329069.77,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
12,26493008.11,25585050.65,26276990.94,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
13,25589182.6,25133247.99,25327053.9,barakgavish2018,B,bacteria,FALSE,infected2090D7Propionate
0,536576.829,570283.9626,547588.3207,barakgavish2018,H,ehux379,TRUE,replete
1,951567.8266,932563.6932,882668.1825,barakgavish2018,H,ehux379,TRUE,replete
2,1665122.398,1700102.964,1670732.412,barakgavish2018,H,ehux379,TRUE,replete
3,2879988.869,2579809.345,2813377.893,barakgavish2018,H,ehux379,TRUE,replete
