time,r1,r2,r3,id,organism,name,control,treatment
4,4007314.819,3931517.475,4078699.236,barakgavish2018,H,ehux379,TRUE,replete
5,5146997.212,4978948.403,5018062.287,barakgavish2018,H,ehux379,TRUE,replete
6,5823751.541,5177751.647,5540558.801,barakgavish2018,H,ehux379,TRUE,replete
7,5450134.321,5452788.545,5611664.927,barakgavish2018,H,ehux379,TRUE,replete
8,4815395.758,4431847.321,4250543.452,barakgavish2018,H,ehux379,TRUE,replete
9,4819178.153,4614145.213,4536448.028,barakgavish2018,H,ehux379,TRUE,replete
10,5346076.064,5108771.69,4907223.955,barakgavish2018,H,ehux379,TRUE,replete
11,5739793.664,5292229.022,4803931.87,barakgavish2018,H,ehux379,TRUE,replete
12,6042091.317,5363090.049,5387414.113,barakgavish2018,H,ehux379,TRUE,replete
13,5424118.811,4928205.188,5036636.278,barakgavish2018,H,ehux379,TRUE,replete
0,667362.3986,648435.4135,625438.6197,barakgavish2018,H,ehux379,TRUE,DMSP
1,1022404.788,990274.0761,957660.8653,barakgavish2018,H,ehux379,TRUE,DMSP
2,1713135.132,1704495.396,1564035.008,barakgavish2018,H,ehux379,TRUE,DMSP
3,2594546.549,2767907.73,2537696.488,barakgavish2018,H,ehux379,TRUE,DMSP
4,3731695.914,3871750.03,3443196.079,barakgavish2018,H,ehux379,TRUE,DMSP
5,4754536.538,4725685.028,4629257.648,barakgavish2018,H,ehux379,TRUE,DMSP
6,5300172.785,4876209.424,5219521.77,barakgavish2018,H,ehux379,TRUE,DMSP
7,5491455.81,5082449.216,5151627.505,barakgavish2018,H,ehux379,TRUE,DMSP
8,4638250.43,4539843.53,4376015.194,barakgavish2018,H,ehux379,TRUE,DMSP
9,4952473.992,4745274.178,4842880.479,barakgavish2018,H,ehux379,TRUE,DMSP
10,5374649.191,5131564.802,5225653.728,barakgavish2018,H,ehux379,TRUE,DMSP
11,5022120.549,5243126.007,5434703.58,barakgavish2018,H,ehux379,TRUE,DMSP
12,5698403.128,5690115.453,5735995.122,barakgavish2018,H,ehux379,TRUE,DMSP
13,5506610.753,5435437.444,5491391.135,barakgavish2018,H,ehux379,TRUE,DMSP
0,552158.5669,532644.2916,536779.0519,barakgavish2018,H,ehux379,TRUE,Glycerol
1,827647.9106,879486.8938,854436.0734,barakgavish2018,H,ehux379,TRUE,Glycerol
2,1520868.333,1508058.643,1479946.219,barakgavish2018,H,ehux379,TRUE,Glycerol
3,2698453.052,2729955.149,2850544.687,barakgavish2018,H,ehux379,TRUE,Glycerol
4,3769051.078,3805905.826,3678517.234,barakgavish2018,H,ehux379,TRUE,Glycerol
5,4818534.065,5113617.066,4702701.934,barakgavish2018,H,ehux379,TRUE,Glycerol
6,5404474.821,5459396.358,5433238.57,barakgavish2018,H,ehux379,TRUE,Glycerol
7,5599215.985,6018979.986,5604609.098,barakgavish2018,H,ehux379,TRUE,Glycerol
8,4738540.687,4723716.777,4893398.313,barakgavish2018,H,ehux379,TRUE,Glycerol
9,4755987.483,5207332.648,5231103.271,barakgavish2018,H,ehux379,TRUE,Glycerol
10,5161687.172,5378981.634,5376848.671,barakgavish2018,H,ehux379,TRUE,Glycerol
11,5124943.213,5488356.462,5361098.58,barakgavish2018,H,ehux379,TRUE,Glycerol
12,5624118.466,5782903.711,5896206.105,barakgavish2018,H,ehux379,TRUE,Glycerol
13,5516564.943,5285488.293,5446414.978,barakgavish2018,H,ehux379,TRUE,Glycerol
0,555578.4024,505747.3739,563744.2794,barakgavish2018,H,ehux379,TRUE,Propionate
1,869561.8296,833544.1086,851377.9261,barakgavish2018,H,ehux379,TRUE,Propionate
2,1589270.45,1497715.984,1545885.495,barakgavish2018,H,ehux379,TRUE,Propionate
3,2632078.108,2531554.297,2588333.214,barakgavish2018,H,ehux379,TRUE,Propionate
4,3684779.895,3572699.337,3648880.562,barakgavish2018,H,ehux379,TRUE,Propionate
5,4790878.648,5003449.332,4919028.916,barakgavish2018,H,ehux379,TRUE,Propionate
6,5420965.436,5540327.4,5302929.48,barakgavish2018,H,ehux379,TRUE,Propionate
7,5393471.003,5442208.309,5264193.016,barakgavish2018,H,ehux379,TRUE,Propionate
8,4703307.896,4560675.492,4732038.09,barakgavish2018,H,ehux379,TRUE,Propionate
9,4672009.302,4732506.518,4845593.836,barakgavish2018,H,ehux379,TRUE,Propionate
10,5010027.965,5110673.229,5203492.964,barakgavish2018,H,ehux379,TRUE,Propionate
11,4993532.96,5033840.891,5341816.071,barakgavish2018,H,ehux379,TRUE,Propionate
12,5194697.392,5436398.635,5670153.234,barakgavish2018,H,ehux379,TRUE,Propionate
13,5278658.812,5321437.773,5409655.03,barakgavish2018,H,ehux379,TRUE,Propionate
0,646359.1158,599136.5436,601369.8193,barakgavish2018,H,ehux379,FALSE,infected379D7
1,1022387.611,964907.4134,1027976.498,barakgavish2018,H,ehux379,FALSE,infected379D7
2,1835720.591,1739012.424,1744506.4,barakgavish2018,H,ehux379,FALSE,infected379D7
3,2888197.436,2786012.038,2911211.535,barakgavish2018,H,ehux379,FALSE,infected379D7
4,4100529.594,4156990.665,4045368.135,barakgavish2018,H,ehux379,FALSE,infected379D7
5,5118588.618,5138020.016,5151413.775,barakgavish2018,H,ehux379,FALSE,infected379D7
6,5015564.801,5301224.308,5485599.432,barakgavish2018,H,ehux379,FALSE,infected379D7
7,4727038.424,4918208.973,5232062.067,barakgavish2018,H,ehux379,FALSE,infected379D7
8,1890299.028,2058798.707,2695395.05,barakgavish2018,H,ehux379,FALSE,infected379D7
9,1450190.808,1818151.496,2287009.929,barakgavish2018,H,ehux379,FALSE,infected379D7
10,537815.3736,894840.6357,1442797.762,barakgavish2018,H,ehux379,FALSE,infected379D7
11,163351.2178,296088.3961,510062.0349,barakgavish2018,H,ehux379,FALSE,infected379D7
12,92010.14867,125858.1311,149613.1635,barakgavish2018,H,ehux379,FALSE,infected379D7
13,40538.48093,60491.20497,71488.23756,barakgavish2018,H,ehux379,FALSE,infected379D7
0,635445.097,603270.4341,622521.6022,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
1,829417.8558,805420.2781,844723.7708,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
2,1504952.436,1510876.779,1538896.679,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
3,2665345.538,2624364.23,2696581.34,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
4,3101673.418,2862285.623,2925911.233,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
5,2714575.603,2035440.283,1929716.84,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
6,1707543.789,429854.8944,331766.7526,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
7,1029936.474,29688.885,25118.26971,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
8,69505.38858,4787.516074,5258.016503,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
9,9389.638677,2447.194621,1299.19922,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
10,2544.134142,1897.528817,607.474673,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
11,1459.786168,805.8674332,576.3387112,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
12,727.1775252,577.1704738,306.0215456,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
13,759.3640514,341.8539222,265.8086723,barakgavish2018,H,ehux379,FALSE,infected379D7DMSP
0,549982.9903,550115.9931,528193.7729,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
1,856546.2052,854542.6323,873340.2836,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
2,1468401.484,1469901.486,1562735.216,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
3,2469858.57,2578665.855,2761116.072,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
4,3675013.679,3617391.873,3946148.515,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
5,4515392.422,4934650.708,4377475.502,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
6,4421028.382,4703840.874,4207893.482,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
7,3805125.971,3866297.644,3579772.627,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
8,2009037.919,2154539.954,1906425.263,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
9,936568.1348,1339080.324,1517520.489,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
10,40636.85066,211481.882,982948.65,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
11,12225.6997,29047.63224,598537.8645,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
12,6825.304829,11556.22056,363674.5379,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
13,3529.476073,4401.979571,224815.4089,barakgavish2018,H,ehux379,FALSE,infected379D7Glycerol
0,568958.3724,537450.7028,539887.5004,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
1,862896.7974,822828.9022,770062.5052,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
2,1550844.934,1451633.636,1335054.43,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
3,2568834.988,2471836.526,2529700.538,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
4,3864451.529,3663596.841,3736141.236,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
5,4496425.876,4352612.248,4582164.171,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
6,4219788.557,4202732.912,4537874.657,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
7,3784672.813,3878616.788,4264735.175,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
8,2205591.693,2620061.283,2429549.585,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
9,1719286.93,1913500.647,1732263.202,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
10,1010045.826,1347282.176,584444.1781,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
11,574612.1042,660757.8776,72246.03778,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
12,286212.1515,248849.2106,25510.323,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
13,150210.4343,121565.7244,8558.59205,barakgavish2018,H,ehux379,FALSE,infected379D7Propionate
0,0,0,0,barakgavish2018,B,bacteria,TRUE,379replete
1,512805.5027,597258.2007,515919.1262,barakgavish2018,B,bacteria,TRUE,379replete
2,811617.9657,799301.9197,920536.394,barakgavish2018,B,bacteria,TRUE,379replete
3,373592.4816,362685.2659,452063.1954,barakgavish2018,B,bacteria,TRUE,379replete
4,911694.2318,640718.9123,634570.1252,barakgavish2018,B,bacteria,TRUE,379replete
5,510697.8371,300427.9351,497106.0904,barakgavish2018,B,bacteria,TRUE,379replete
6,854999.1276,418191.9349,572197.5193,barakgavish2018,B,bacteria,TRUE,379replete
7,565510.8215,461362.369,583321.2051,barakgavish2018,B,bacteria,TRUE,379replete
8,2036977.726,2071314.219,2177108.855,barakgavish2018,B,bacteria,TRUE,379replete
9,3389022.867,3305727.487,4730181.818,barakgavish2018,B,bacteria,TRUE,379replete
10,1211803.737,1161539.361,1146953.405,barakgavish2018,B,bacteria,TRUE,379replete
11,1824842.987,1756131.623,1669625.964,barakgavish2018,B,bacteria,TRUE,379replete
12,1286872.621,1194605.01,1222606.02,barakgavish2018,B,bacteria,TRUE,379DMSP
13,1546400.77,1425211.255,1564232.835,barakgavish2018,B,bacteria,TRUE,379DMSP
0,0,0,0,barakgavish2018,B,bacteria,TRUE,379DMSP
1,406340.31,404458.5046,437534.6382,barakgavish2018,B,bacteria,TRUE,379DMSP
2,653237.075,615763.5468,602821.3441,barakgavish2018,B,bacteria,TRUE,379DMSP
3,463004.1848,494350.2825,462562.7847,barakgavish2018,B,bacteria,TRUE,379DMSP
4,513581.9722,562298.0878,536819.1721,barakgavish2018,B,bacteria,TRUE,379DMSP
5,396530.3594,356062.164,539619.0924,barakgavish2018,B,bacteria,TRUE,379DMSP
6,455314.9262,471464.742,332943.9252,barakgavish2018,B,bacteria,TRUE,379DMSP
7,609866.5187,476512.6335,570975.4163,barakgavish2018,B,bacteria,TRUE,379DMSP
8,1142258.318,2141547.061,1822193.833,barakgavish2018,B,bacteria,TRUE,379DMSP
9,3375566.663,4207343.664,3787416.005,barakgavish2018,B,bacteria,TRUE,379DMSP
10,1391121.985,935890.3472,857690.7432,barakgavish2018,B,bacteria,TRUE,379DMSP
11,2402091.807,1440404.569,1653046.93,barakgavish2018,B,bacteria,TRUE,379DMSP
12,1597906.672,1179868.709,837152.2812,barakgavish2018,B,bacteria,TRUE,379DMSP
13,1144019.765,1239986.068,1015821.122,barakgavish2018,B,bacteria,TRUE,379DMSP
0,0,0,0,barakgavish2018,B,bacteria,TRUE,379Glycerol
1,291777.9846,370294.1782,351205.8066,barakgavish2018,B,bacteria,TRUE,379Glycerol
2,408630.5592,548105.6392,607948.7553,barakgavish2018,B,bacteria,TRUE,379Glycerol
3,428835.0567,430760.251,328767.1233,barakgavish2018,B,bacteria,TRUE,379Glycerol
4,649049.0608,322354.59,445379.6248,barakgavish2018,B,bacteria,TRUE,379Glycerol
5,432984.2471,318377.4542,322854.2185,barakgavish2018,B,bacteria,TRUE,379Glycerol
6,425519.2348,298016.2173,244320.9912,barakgavish2018,B,bacteria,TRUE,379Glycerol
7,411766.4311,550442.4255,545261.4186,barakgavish2018,B,bacteria,TRUE,379Glycerol
8,1593709.043,1348472.434,1234991.424,barakgavish2018,B,bacteria,TRUE,379Glycerol
9,4297328.011,3819341.312,3940142.38,barakgavish2018,B,bacteria,TRUE,379Glycerol
10,1185701.831,817276.9079,1025701.071,barakgavish2018,B,bacteria,TRUE,379Glycerol
11,1648945.442,1620111.732,1577747.911,barakgavish2018,B,bacteria,TRUE,379Glycerol
12,1269878.187,1646033.13,1122929.381,barakgavish2018,B,bacteria,TRUE,379Glycerol
13,1817281.65,1355715.613,1527684.93,barakgavish2018,B,bacteria,TRUE,379Glycerol
0,0,0,0,barakgavish2018,B,bacteria,TRUE,379Propionate
1,544233.7142,598599.7666,547945.2055,barakgavish2018,B,bacteria,TRUE,379Propionate
2,614686.1084,677354.5928,463713.809,barakgavish2018,B,bacteria,TRUE,379Propionate
3,383566.4643,303147.3831,237546.5343,barakgavish2018,B,bacteria,TRUE,379Propionate
4,387750.3493,313213.7031,476260.4733,barakgavish2018,B,bacteria,TRUE,379Propionate
5,356010.5872,446501.8165,311742.8997,barakgavish2018,B,bacteria,TRUE,379Propionate
6,404470.463,303466.9333,210269.9653,barakgavish2018,B,bacteria,TRUE,379Propionate
7,585776.5046,428308.1244,496945.4887,barakgavish2018,B,bacteria,TRUE,379Propionate
8,1505764.528,1762806.528,2099991.265,barakgavish2018,B,bacteria,TRUE,379Propionate
9,3961029.519,3892231.232,4801815.959,barakgavish2018,B,bacteria,TRUE,379Propionate
10,1293442.48,1222261.36,1106843.575,barakgavish2018,B,bacteria,TRUE,379Propionate
11,1966184.417,1982144.415,1721368.715,barakgavish2018,B,bacteria,TRUE,379Propionate
12,1711546.841,1218416.292,1009518.819,barakgavish2018,B,bacteria,TRUE,379Propionate
13,2019004.446,1604184.83,1630188.679,barakgavish2018,B,bacteria,TRUE,379Propionate
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,infected379D7
1,2156252.726,2045514.147,1882270.62,barakgavish2018,B,bacteria,FALSE,infected379D7
2,6733838.09,6696911.534,6683332.364,barakgavish2018,B,bacteria,FALSE,infected379D7
3,8415411.946,8056549.437,8043250.785,barakgavish2018,B,bacteria,FALSE,infected379D7
4,14343452.02,12508359.26,12328910.61,barakgavish2018,B,bacteria,FALSE,infected379D7
5,20620200.14,18415010.78,20511985.11,barakgavish2018,B,bacteria,FALSE,infected379D7
6,35718024.78,34407376.17,33618283.32,barakgavish2018,B,bacteria,FALSE,infected379D7
7,55126664.93,50229313.8,46750480.18,barakgavish2018,B,bacteria,FALSE,infected379D7
8,107880090.6,120836236.9,52773099.48,barakgavish2018,B,bacteria,FALSE,infected379D7
9,159392829.1,141540069.7,145273059.8,barakgavish2018,B,bacteria,FALSE,infected379D7
10,160249658.9,145299452.3,139547038.3,barakgavish2018,B,bacteria,FALSE,infected379D7
11,178934787.7,179205654.9,173007525.4,barakgavish2018,B,bacteria,FALSE,infected379D7
12,177629401.7,175094865.1,182940033.1,barakgavish2018,B,bacteria,FALSE,infected379D7
13,189883909.9,193779171,194036553.5,barakgavish2018,B,bacteria,FALSE,infected379D7
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
1,1828385.333,1900562.743,2090531.634,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
2,8971505.157,9175668.986,8079166.546,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
3,14581103.1,14310870.89,14333197.75,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
4,23239879.01,32843208.62,36435793.14,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
5,48297711.26,58373294.63,59657761.48,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
6,81537925.02,95274648.71,98816767.3,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
7,99219512.2,112539636.4,111873966.4,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
8,139799564.3,123861308.6,126522042.6,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
9,162915940,145372224.6,142939022.3,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
10,131419124.7,117324740.9,107460968.2,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
11,140726652.9,122880529.4,115505709.4,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
12,132443696.3,118036788.4,109665371.5,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
13,150199205.5,130674483.4,133725820,barakgavish2018,B,bacteria,FALSE,infected379D7DMSP
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
1,1608915.201,1304992.585,1728128.735,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
2,12627172.84,11987444.05,12415356.45,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
3,33119455.51,32237400.45,31867639.79,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
4,34532198.57,34862694.9,39314685.31,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
5,41089820.01,40472835.26,44702119.62,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
6,49778707.09,50503195.82,62566994.13,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
7,71078425.67,42575246.95,77742742.45,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
8,130290297.3,72775340.64,128672977.5,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
9,87208045.11,165775351.4,170064238.6,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
10,174705215.7,172960738.2,152033484.5,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
11,184027394.9,185299552.6,163698375.9,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
12,182102820,196572854.4,186563262.5,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
13,194956032.2,190991409.3,193451907.7,barakgavish2018,B,bacteria,FALSE,infected379D7Glycerol
0,1000,1000,1000,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
1,1675587.619,1346576.426,1533590.868,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
2,9192069.176,9632899.628,9961592.179,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
3,17586538.18,18249636.31,17435658.28,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
4,23711736.92,24265027.24,24038467.14,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
5,27887102.87,28688362.34,26886578.78,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
6,46235427.51,41029604.02,39791569.63,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
7,66828956.54,61953942.78,60355483.27,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
8,113003952.6,111530478.8,114219847.9,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
9,114373255.8,140309838.7,152052549,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
10,150223926.1,140733731.9,149222418.9,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
11,170993208.3,172961049.5,178435206.4,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
12,175446980,174147954.7,177186166,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
13,187143023,189079405.6,190311406.3,barakgavish2018,B,bacteria,FALSE,infected379D7Propionate
